"platformID","platform","entity","entityID","webLabel","heatmapLabel","tier1and2entity","tier1and2entityID","website","easeDiscover","methodDiscover","easeAccess","methodAccess","LinktoSource","fileFormat","metadata","metadataFormat","dataDefinitions","metaAttributes","metadataStandards","timeliness","lengthAvailable","group","count"
"p20","Utah Lake WQ Network","Division of Water Quality","n09","UDEQ-Water Quality","UDEQ-Water Quality: Utah Lake WQ Network","Department of Environmental Quality",4,"https://v2.wqdatalive.com/public/669","Low","Catalog","Yes","Individual Export; Copy and Paste","Not Applicable","html","No","No","No","No","No","Daily or Higher","Limited Record","hub",5
"p21","Spills records","Division of Environmental Response and Remediation","n10","UDEQ-Environmental Response","UDEQ-Environmental Response: Spills records","Department of Environmental Quality",4,"http://eqspillsps.deq.utah.gov/Default.aspx","High","Catalog","Yes","Individual Export","Not Applicable","pdf","No","No","No","No","No","Daily or Higher","Period of Record","hub",5
"p22","Drinking Water","Center of Health Data Informatics","n11","Health-Data Informatics","Health-Data Informatics: Drinking Water","Department of Health",5,"https://ibis.health.utah.gov/ibisph-view/topic/Water.html","Low","Website","Yes","Copy and Paste","Not Applicable","html","Yes","html","No","Descriptive; Administrative","No","Yearly or higher","Limited Record","hub",5
"p23","Flood events","Center of Health Data Informatics","n11","Health-Data Informatics","Health-Data Informatics: Flood events","Department of Health",5,"https://ibis.health.utah.gov/ibisph-view/indicator/view/CliChaExtWea.html","Low","Website","Yes","Copy and Paste; Link to Source","Not Applicable","html","Yes","html","No","Descriptive","No","Yearly or higher","Limited Record","hub",5
"p24","Open Tap: Utah's Water Data Directory","Division of Water Resources","n14","UDNR-Water Resources","UDNR-Water Resources: Open Tap: Utah's Water Data Directory","Department of Natural Resources",6,"http://utahdnr.maps.arcgis.com/apps/MapJournal/index.html?appid=d5fd67b3436e4af8be07d91d055a903b","High","Catalog; Map","Yes","Full Export; Web Services","Not Applicable","excel; kml; shapefile; geodatabase; pdf; geojson","Yes","html","Some","Descriptive","Yes","Yearly or Higher","Varies","hub",5
"p25","Precipitation Graphs","Division of Water Resources","n14","UDNR-Water Resources","UDNR-Water Resources: Precipitation Graphs","Department of Natural Resources",6,"https://water.utah.gov/precipitationgraphs/","High","Website","Yes","Individual Export","Not Applicable","pdf","No","No","No","No","No","Monthly or higher","Limited Record","hub",5
"p26","Reservoir Levels","Division of Water Resources","n14","UDNR-Water Resources","UDNR-Water Resources: Reservoir Levels","Department of Natural Resources",6,"https://water.utah.gov/reservoirlevels/","High","Website","Yes","Individual Export","Not Applicable","pdf","No","No","No","No","No","Monthly or higher","Limited Record","hub",5
"p27","Regional Water Conservation Goals","Division of Water Resources","n14","UDNR-Water Resources","UDNR-Water Resources: Regional Water Conservation Goals","Department of Natural Resources",6,"https://water.utah.gov/regional-conservation-goals/","Low","Website","Yes","Individual Export","Not Applicable","pdf","No","No","No","No","No","Irregular","Period of Record","hub",5
"p28","Water Reports","Division of Water Resources","n14","UDNR-Water Resources","UDNR-Water Resources: Water Reports","Department of Natural Resources",6,"https://water.utah.gov/water-data/water-reports/","High","Website","Yes","Individual Export","Not Applicable","pdf","Yes","pdf","Some","Descriptive","No","Irregular","Limited Record","hub",5
"p29","Drought","Division of Water Resources","n14","UDNR-Water Resources","UDNR-Water Resources: Drought","Department of Natural Resources",6,"https://water.utah.gov/water-data/drought/","High","Website","Yes","Link to Source","Indirect","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","hub",5
"p30","Water Use and Streamflow Records","Division of Water Resources","n14","UDNR-Water Resources","UDNR-Water Resources: Water Use and Streamflow Records","Department of Natural Resources",6,"https://www.waterrights.utah.gov/distinfo/","Medium","Website","Yes","Link to Source","Indirect","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","hub",5
"p31","Weather Data","Conservation Program","n16","UDNR-Conservation Program","UDNR-Conservation Program: Weather Data","Department of Natural Resources",6,"https://conservewater.utah.gov/guide.html","Low","Website","Yes","Link to Source","Direct","html","No","No","No","No","No","Daily or Higher","Current Only","hub",5
"p32","Board Projects","Project Funding Program","n17","UDNR-Project Funding Program","UDNR-Project Funding Program: Board Projects","Department of Natural Resources",6,"https://water.utah.gov/development-branch/board-projects/","Low","Map","No","Copy and Paste","Not Applicable","html","No","No","No","No","No","Unknown","Period of Record","hub",5
"p33","Water Rights Maps","Division of Water Rights","n23","UDNR-Water Rights","UDNR-Water Rights: Water Rights Maps","Department of Natural Resources",6,"https://www.waterrights.utah.gov/gisinfo/maps/default.asp","Medium","Website; Map; Catalog","Yes","Link to Source","Direct","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","hub",5
"p34","Water Distribution/Regulation","Distribution Program","n25","UDNR-Distribution Program","UDNR-Distribution Program: Water Distribution/Regulation","Department of Natural Resources",6,"https://www.waterrights.utah.gov/distinfo/distribution_systems.asp","Medium","Catalog","Yes","Link to Source","Direct","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","hub",5
"p35","Water Use Data by Suppliers","Distribution Program","n25","UDNR-Distribution Program","UDNR-Distribution Program: Water Use Data by Suppliers","Department of Natural Resources",6,"https://www.waterrights.utah.gov/asp_apps/generalWaterUse/WaterUseList.asp","Low","Website; Catalog","Yes","Individual Export","Not Applicable","csv; xml; json; pdf","No","No","No","No","No","Yearly or higher","Period of Record","hub",5
"p36","Company Rights","Distribution Program","n25","UDNR-Distribution Program","UDNR-Distribution Program: Company Rights","Department of Natural Resources",6,"https://www.waterrights.utah.gov/forms/waterCompanies.asp","Low","Catalog","Yes","Copy and Paste","Not Applicable","html","No","No","No","No","No","Irregular","Current Only","hub",5
"p37","Realtime Distribution System","Distribution Program","n25","UDNR-Distribution Program","UDNR-Distribution Program: Realtime Distribution System","Department of Natural Resources",6,"https://www.waterrights.utah.gov/distinfo/realtime_info.asp","Medium","Website","Yes","Copy and Paste","Not Applicable","html","No","No","No","No","No","Daily or higher","Current Only","hub",5
"p38","GAGEVIEW Stream Gage Records Viewer","Distribution Program","n25","UDNR-Distribution Program","UDNR-Distribution Program: GAGEVIEW Stream Gage Records Viewer","Department of Natural Resources",6,"https://www.waterrights.utah.gov/cgi-bin/gageview.exe?Startup","Medium","Website","Yes","Copy and Paste","Not Applicable","html","Yes","in data","No","Descriptive","No","Daily or Higher","Period of Record","hub",5
"p39","Colorado River Conditions","Distribution Program","n25","UDNR-Distribution Program","UDNR-Distribution Program: Colorado River Conditions","Department of Natural Resources",6,"https://www.waterrights.utah.gov/distinfo/colorado/default.asp","Low","Website","Yes","Link to Source","Direct","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","hub",5
"p40","Groundwater Management Plans","Well Drilling Program","n26","UDNR-Well Drilling Program","UDNR-Well Drilling Program: Groundwater Management Plans","Department of Natural Resources",6,"https://waterrights.utah.gov/groundwater/ManagementReports/ground.asp","Medium","Website","Yes","Individual Export","Not Applicable","pdf; html","Yes","in data","No","Descriptive; Administrative","No","Yearly or Higher","Period of Record","hub",5
"p41","Groundwater Recharge and Recovery","Well Drilling Program","n26","UDNR-Well Drilling Program","UDNR-Well Drilling Program: Groundwater Recharge and Recovery","Department of Natural Resources",6,"https://waterrights.utah.gov/groundwater/asr/ASRlist.asp","Low","Website","Yes","Copy and Paste; Individual Export","Not Applicable","pdf; html","Yes","in data","No","Descriptive","No","Daily or higher","Period of Record","hub",5
"p42","Water Well Drilling Information","Well Drilling Program","n26","UDNR-Well Drilling Program","UDNR-Well Drilling Program: Water Well Drilling Information","Department of Natural Resources",6,"https://waterrights.utah.gov/wellInfo/wellInfo.asp","Medium","Catalog","Yes","Copy and Paste","Not Applicable","html","Yes","in data","No","Descriptive","No","Daily or Higher","Period of Record","hub",5
"p43","DRILVIEW Water Well Driller Licensing Viewer","Well Drilling Program","n26","UDNR-Well Drilling Program","UDNR-Well Drilling Program: DRILVIEW Water Well Driller Licensing Viewer","Department of Natural Resources",6,"https://waterrights.utah.gov/cgi-bin/drilview.exe","Low","Website","Yes","Copy and Paste; Individual Export","Not Applicable","html; pdf","No","No","No","No","No","Daily or Higher","Limited Record","hub",5
"p44","Well Drilling Statstics","Well Drilling Program","n26","UDNR-Well Drilling Program","UDNR-Well Drilling Program: Well Drilling Statstics","Department of Natural Resources",6,"https://waterrights.utah.gov/wellinfo/stats2k/default.asp","Medium","Website","Yes","Copy and Paste","Not Applicable","html","Yes","in data","No","Descriptive","No","Yearly or Higher","Period of Record","hub",5
"p45","Geologic Logs for Wells","Well Drilling Program","n26","UDNR-Well Drilling Program","UDNR-Well Drilling Program: Geologic Logs for Wells","Department of Natural Resources",6,"https://waterrights.utah.gov/cgi-bin/wellview.exe?Modinfo=Geolog","Low","Website","Yes","Copy and Paste; Individual Export","Not Applicable","html; pdf","Yes","in data","No","Descriptive; Administrative","No","Daily or Higher","Period of Record","hub",5
"p46","Ground Level Trend Viewer","Well Drilling Program","n26","UDNR-Well Drilling Program","UDNR-Well Drilling Program: Ground Level Trend Viewer","Department of Natural Resources",6,"https://maps.waterrights.utah.gov/EsriMap/gw-graphs.asp","Low","Map; Catalog","Yes","Individual Export; Batch Export; Link to Source","Direct","csv","Yes","in data","No","Administrative","No","Daily or Higher","Period of Record","hub",5
"p47","Dam Safety Database Information Viewer","Dam Safety","n27","UDNR-Dam Safety","UDNR-Dam Safety: Dam Safety Database Information Viewer","Department of Natural Resources",6,"https://waterrights.utah.gov/cgi-bin/damview.exe?Startup","Medium","Website; Catalog","Yes","Copy and Paste","Not Applicable","html","Yes","html","No","Descriptive","No","Daily or Higher","Current Only","hub",5
"p48","Reservoir Levels","Dam Safety","n27","UDNR-Dam Safety","UDNR-Dam Safety: Reservoir Levels","Department of Natural Resources",6,"https://waterrights.utah.gov/daminfo/ReservoirFills.asp","Low","Website","Yes","Copy and Paste","Not Applicable","html","No","No","No","No","No","Daily or Higher","Period of Record","hub",5
"p49","Stream Alteration Permit Viewer","Stream Alteration Program","n28","UDNR-Stream Alteration Program","UDNR-Stream Alteration Program: Stream Alteration Permit Viewer","Department of Natural Resources",6,"https://waterrights.utah.gov/cgi-bin/strmview.exe","Medium","Website; Catalog","Yes","Copy and Paste; Individual Export","Not Applicable","html; pdf","Yes","html","No","Descriptive","No","Daily or Higher","Period of Record","hub",5
"p50","Adjudication Status","Adjudication Program","n29","UDNR-Adjudication Program","UDNR-Adjudication Program: Adjudication Status","Department of Natural Resources",6,"https://www.waterrights.utah.gov/adjdinfo/default.asp","Medium","Website","Yes","Copy and Paste; Individual Export","Not Applicable","html; pdf","Yes","in data","No","Descriptive; Structural","No","Unknown","Period of Record","hub",5
"p51","Regulation Database","Enforcement Program","n30","UDNR-Enforcement Program","UDNR-Enforcement Program: Regulation Database","Department of Natural Resources",6,"https://waterrights.utah.gov/seactions/default.asp","Medium","Website","Yes","Individual Export","Not Applicable","html; pdf","No","No","No","No","No","Unknown","Current only","hub",5
"p52","Cumulative Hydrologic Impact Assessment","Division of Oil, Gas and Mining","n35","UDNR-UDOGM","UDNR-UDOGM: Cumulative Hydrologic Impact Assessment","Department of Natural Resources",6,"https://www.ogm.utah.gov/coal/chias.php","Low","Website","Yes","Copy and Paste; Individual export","Not Applicable","html; pdf","Some","pdf","Yes","Administrative","No","Yearly or Higher","Period of Record","hub",5
"p53","Data Explorer","Division of Oil, Gas and Mining","n35","UDNR-UDOGM","UDNR-UDOGM: Data Explorer","Department of Natural Resources",6,"https://dataexplorer.ogm.utah.gov/","High","Map; Catalog","Yes","Copy and Paste","Not Applicable","html; csv","Yes","html","No","Structural; Descriptive; Administrative","No","Daily or Higher","Period of Record","hub",5
"p54","Data Research Center","Division of Oil, Gas and Mining","n35","UDNR-UDOGM","UDNR-UDOGM: Data Research Center","Department of Natural Resources",6,"https://oilgas.ogm.utah.gov/oilgasweb/data-center/dc-main.xhtml#download","High","Website","Yes","Full Export","Not Applicable","csv","Yes","pdf","Yes","Administrative","No","Daily or Higher","Period of Record","hub",5
"p55","Groundwater Monitoring Data Portal","Utah Geological Survey","n36","UDNR-Geological Survey","UDNR-Geological Survey: Groundwater Monitoring Data Portal","Department of Natural Resources",6,"https://apps.geology.utah.gov/gwdp/","Medium","Map; Catalog","Yes","Individual Export","Not Applicable","csv","Yes","in data","No","Administrative; Descriptive","No","Daily or Higher","Period of Record","hub",5
"p56","Geothermal Well & Spring Database","Utah Geological Survey","n36","UDNR-Geological Survey","UDNR-Geological Survey: Geothermal Well & Spring Database","Department of Natural Resources",6,"https://geology.utah.gov/map-pub/maps/interactive-maps/wells-springs/","Medium","Map; Website","Yes","Full Export","Not Applicable","excel; csv; txt","Yes","pdf","Yes","Administrative; Descriptive","No","Irregular","Not Applicable","hub",5
"p57","Groundwater Quality Publications","Utah Geological Survey","n36","UDNR-Geological Survey","UDNR-Geological Survey: Groundwater Quality Publications","Department of Natural Resources",6,"https://geology.utah.gov/resources/groundwater/water-quality/","Low","Website","Yes","Full Export","Not Applicable","excel; pdf; geodatabase","Yes","pdf","No","Descriptive","No","Irregular","Not Applicable","hub",5
"p58","Groundwater Recharge and Discharge Maps","Utah Geological Survey","n36","UDNR-Geological Survey","UDNR-Geological Survey: Groundwater Recharge and Discharge Maps","Department of Natural Resources",6,"https://geology.utah.gov/resources/groundwater/rechargedischarge-areas/","Low","Website","Yes","Individual Export","Not Applicable","pdf","Yes","in data","Yes","Administrative; Descriptive","No","Irregular","Not Applicable","hub",5
"p59","Utah Wetlands","Utah Geological Survey","n36","UDNR-Geological Survey","UDNR-Geological Survey: Utah Wetlands","Department of Natural Resources",6,"https://geology.utah.gov/apps/wetlands/index.html","Medium","Map","Yes","Full Export","Not Applicable","geodatabase","Yes","html","No","Descriptive","No","Unknown","Current Only","hub",5
"p60","Comprehensive River plans","Forestry, Fire, and State Lands","n37","UDNR-FFSL","UDNR-FFSL: Comprehensive River plans","Department of Natural Resources",6,"https://ffsl.utah.gov/forestry/maps/","Medium","Map","No","None","Not Applicable","Unknown","Yes","in data","Yes","Administrative; Descriptive","No","Irregular","Current Only","hub",5
"p61","Utah Disaster History","Emergency Management Division","n39","UDPS-Emergency Management","UDPS-Emergency Management: Utah Disaster History","Department of Public Safety",7,"https://dem.utah.gov/utah-disaster-history/","Low","Website","Yes","Link to Source; Copy and Paste","Direct","html","No","No","No","No","No","Yearly or Higher","Period of Record","hub",5
"p62","Cloud Seeding","Utah Climate Center","n45","Climate Center","Climate Center: Cloud Seeding","Utah State University",10,"https://climate.usu.edu/cloudSeeding/index.php","Low","Catalog","Yes","None","Not Applicable","html","No","No","No","No","No","Daily or Higher","Current only","hub",5
"p63","Agweather","Utah Climate Center","n45","Climate Center","Climate Center: Agweather","Utah State University",10,"https://climate.usu.edu/mchd/index.php","High","Map; Catalog","Yes","Individual Export; Copy and Paste","Not Applicable","html; csv","Yes","in data","No","Descriptive","No","Daily or Higher","Period of Record","hub",5
"p64","Climate Data","Utah Climate Center","n45","Climate Center","Climate Center: Climate Data","Utah State University",10,"https://climate.usu.edu/mapGUI/mapGUI.php","High","Map; Catalog","Yes","Individual Export; Batch Export","Not Applicable","html; csv; pdf","Yes","in data","No","Administrative","No","Daily or Higher","Period of Record","hub",5
